GRIDODE,P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23
  183838,  12.289E-06,  12.289E-06,  12.289E-06,  12.289E-06,  12.289E-06,  12.104E-06,  11.807E-06,  11.804E-06,  11.722E-06,  11.837E-06,  12.367E-06,  11.965E-06,  12.292E-06,  12.296E-06,  11.765E-06,  12.243E-06,  12.356E-06,  12.464E-06,  12.339E-06,  12.250E-06,  12.289E-06,  12.260E-06,  12.289E-06,  12.289E-06
  183839, 193.422E-06, 193.422E-06, 193.422E-06, 193.345E-06, 194.056E-06, 194.102E-06, 198.192E-06, 196.547E-06, 196.573E-06, 200.496E-06, 199.011E-06, 194.162E-06, 193.253E-06, 197.065E-06, 194.469E-06, 193.617E-06, 193.150E-06, 193.520E-06, 193.848E-06, 195.766E-06, 193.111E-06, 195.164E-06, 194.045E-06, 193.203E-06
  183840, 418.844E-06, 419.005E-06, 418.523E-06, 418.712E-06, 418.574E-06, 420.380E-06, 410.139E-06, 403.244E-06, 406.437E-06, 406.611E-06, 414.886E-06, 416.378E-06, 416.944E-06, 417.272E-06, 414.299E-06, 413.088E-06, 419.887E-06, 418.994E-06, 417.677E-06, 417.923E-06, 419.185E-06, 417.658E-06, 418.827E-06, 418.116E-06
  183841, 279.461E-06, 279.451E-06, 278.831E-06, 279.494E-06, 279.334E-06, 278.462E-06, 272.338E-06, 266.066E-06, 264.644E-06, 271.879E-06, 278.283E-06, 278.910E-06, 281.602E-06, 272.949E-06, 275.868E-06, 280.015E-06, 279.413E-06, 282.582E-06, 280.251E-06, 279.747E-06, 278.989E-06, 277.882E-06, 279.409E-06, 279.325E-06
  183842, 279.461E-06, 279.451E-06, 278.831E-06, 279.494E-06, 279.334E-06, 278.462E-06, 272.338E-06, 266.066E-06, 264.644E-06, 271.879E-06, 278.283E-06, 278.910E-06, 281.602E-06, 272.949E-06, 275.868E-06, 280.015E-06, 279.413E-06, 282.582E-06, 280.251E-06, 279.747E-06, 278.989E-06, 277.882E-06, 279.409E-06, 279.325E-06
  183845,  36.012E-06,  36.012E-06,  36.012E-06,  36.012E-06,  36.012E-06,  36.467E-06,  36.612E-06,  37.596E-06,  37.813E-06,  34.476E-06,  37.874E-06,  36.298E-06,  38.131E-06,  36.661E-06,  37.257E-06,  36.042E-06,  37.116E-06,  36.403E-06,  36.372E-06,  35.737E-06,  36.090E-06,  36.021E-06,  36.012E-06,  36.012E-06
  183846,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  50.122E-06,  49.188E-06,  50.365E-06,  50.603E-06,  51.321E-06,  51.301E-06,  51.303E-06,  48.696E-06,  49.948E-06,  51.788E-06,  50.128E-06,  48.713E-06,  49.865E-06,  49.810E-06,  50.139E-06,  49.367E-06,  49.570E-06,  49.532E-06,  49.510E-06
  183847,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  50.122E-06,  49.188E-06,  50.365E-06,  50.603E-06,  51.321E-06,  51.301E-06,  51.303E-06,  48.696E-06,  49.948E-06,  51.788E-06,  50.128E-06,  48.713E-06,  49.865E-06,  49.810E-06,  50.139E-06,  49.367E-06,  49.570E-06,  49.532E-06,  49.510E-06
  183848,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06,  48.860E-06,  48.251E-06,  47.811E-06,  41.100E-06,  45.620E-06,  46.396E-06,  47.854E-06,  48.173E-06,  47.100E-06,  49.020E-06,  47.744E-06,  48.786E-06,  49.212E-06,  48.468E-06,  48.872E-06,  48.861E-06,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06
  183849,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06,  48.860E-06,  48.251E-06,  47.811E-06,  41.100E-06,  45.620E-06,  46.396E-06,  47.854E-06,  48.173E-06,  47.100E-06,  49.020E-06,  47.744E-06,  48.786E-06,  49.212E-06,  48.468E-06,  48.872E-06,  48.861E-06,  49.226E-06,  49.226E-06,  49.226E-06,  49.226E-06
  183850,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 121.488E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 115.561E-09,   0.000E+00,  53.117E-09,   0.000E+00, 213.023E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00
  183851,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 121.488E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00, 115.561E-09,   0.000E+00,  53.117E-09,   0.000E+00, 213.023E-09,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00,   0.000E+00
  184886, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 480.126E-09, 527.696E-09, 490.082E-09, 513.314E-09, 527.696E-09, 527.696E-09, 529.908E-09, 513.314E-09, 527.696E-09, 527.696E-09, 527.696E-09, 513.314E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09
  184887, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 480.126E-09, 527.696E-09, 490.082E-09, 513.314E-09, 527.696E-09, 527.696E-09, 529.908E-09, 513.314E-09, 527.696E-09, 527.696E-09, 527.696E-09, 513.314E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09, 527.696E-09
  184890,  20.695E-06,  20.695E-06,  20.695E-06,  20.695E-06,  20.695E-06,  20.695E-06,  20.725E-06,  18.571E-06,  21.027E-06,  21.296E-06,  19.418E-06,  20.508E-06,  19.389E-06,  18.250E-06,  19.510E-06,  20.636E-06,  19.811E-06,  20.804E-06,  20.534E-06,  20.953E-06,  20.695E-06,  20.877E-06,  20.695E-06,  20.915E-06
  184891,  50.372E-06,  50.372E-06,  50.159E-06,  49.996E-06,  50.405E-06,  50.115E-06,  51.632E-06,  53.448E-06,  51.352E-06,  49.811E-06,  50.830E-06,  49.319E-06,  49.580E-06,  53.233E-06,  52.570E-06,  50.095E-06,  50.464E-06,  50.465E-06,  50.729E-06,  50.283E-06,  50.401E-06,  50.465E-06,  50.372E-06,  50.372E-06
  184892, 225.817E-06, 225.817E-06, 227.090E-06, 225.141E-06, 225.200E-06, 227.714E-06, 230.926E-06, 227.485E-06, 212.513E-06, 223.907E-06, 226.140E-06, 228.999E-06, 227.901E-06, 226.171E-06, 224.032E-06, 225.805E-06, 226.650E-06, 221.905E-06, 224.383E-06, 224.277E-06, 225.237E-06, 226.376E-06, 225.185E-06, 225.817E-06
  184893, 212.425E-06, 212.425E-06, 212.425E-06, 212.283E-06, 212.099E-06, 211.528E-06, 213.882E-06, 216.449E-06, 212.793E-06, 204.150E-06, 203.820E-06, 208.828E-06, 208.401E-06, 212.678E-06, 209.059E-06, 209.778E-06, 210.671E-06, 213.370E-06, 212.835E-06, 212.172E-06, 211.455E-06, 212.617E-06, 212.401E-06, 212.432E-06
  184894, 203.556E-06, 203.556E-06, 203.729E-06, 203.670E-06, 203.708E-06, 204.442E-06, 203.075E-06, 211.452E-06, 203.368E-06, 202.299E-06, 201.920E-06, 203.388E-06, 203.327E-06, 204.837E-06, 202.460E-06, 200.234E-06, 199.895E-06, 200.963E-06, 203.370E-06, 203.145E-06, 203.399E-06, 203.688E-06, 203.741E-06, 203.293E-06
  184895, 203.556E-06, 203.556E-06, 203.729E-06, 203.670E-06, 203.708E-06, 204.442E-06, 203.075E-06, 211.452E-06, 203.368E-06, 202.299E-06, 201.920E-06, 203.388E-06, 203.327E-06, 204.837E-06, 202.460E-06, 200.234E-06, 199.895E-06, 200.963E-06, 203.370E-06, 203.145E-06, 203.399E-06, 203.688E-06, 203.741E-06, 203.293E-06
  184896, 301.917E-06, 301.917E-06, 301.917E-06, 301.917E-06, 301.452E-06, 300.093E-06, 287.429E-06, 286.594E-06, 285.103E-06, 294.834E-06, 294.652E-06, 297.994E-06, 299.823E-06, 295.213E-06, 295.352E-06, 297.093E-06, 299.371E-06, 299.225E-06, 301.201E-06, 301.482E-06, 298.743E-06, 302.048E-06, 301.678E-06, 301.917E-06
  184897, 301.917E-06, 301.917E-06, 301.917E-06, 301.917E-06, 301.452E-06, 300.093E-06, 287.429E-06, 286.594E-06, 285.103E-06, 294.834E-06, 294.652E-06, 297.994E-06, 299.823E-06, 295.213E-06, 295.352E-06, 297.093E-06, 299.371E-06, 299.225E-06, 301.201E-06, 301.482E-06, 298.743E-06, 302.048E-06, 301.678E-06, 301.917E-06
  184898, 193.422E-06, 193.422E-06, 193.422E-06, 193.345E-06, 194.056E-06, 194.102E-06, 198.192E-06, 196.547E-06, 196.573E-06, 200.496E-06, 199.011E-06, 194.162E-06, 193.253E-06, 197.065E-06, 194.469E-06, 193.617E-06, 193.150E-06, 193.520E-06, 193.848E-06, 195.766E-06, 193.111E-06, 195.164E-06, 194.045E-06, 193.203E-06
  184899, 227.403E-06, 227.394E-06, 227.320E-06, 227.368E-06, 227.444E-06, 230.861E-06, 229.941E-06, 231.200E-06, 228.650E-06, 224.955E-06, 228.953E-06, 226.601E-06, 227.933E-06, 225.056E-06, 230.380E-06, 226.102E-06, 227.297E-06, 229.882E-06, 227.683E-06, 227.667E-06, 226.819E-06, 227.652E-06, 227.808E-06, 226.513E-06
  184900, 201.975E-06, 201.974E-06, 201.773E-06, 201.974E-06, 200.910E-06, 202.373E-06, 199.718E-06, 194.768E-06, 193.570E-06, 193.316E-06, 195.275E-06, 196.575E-06, 195.487E-06, 201.447E-06, 201.785E-06, 200.658E-06, 201.328E-06, 200.788E-06, 202.070E-06, 202.298E-06, 201.458E-06, 202.007E-06, 201.975E-06, 202.323E-06
  184901, 201.975E-06, 201.974E-06, 201.773E-06, 201.974E-06, 200.910E-06, 202.373E-06, 199.718E-06, 194.768E-06, 193.570E-06, 193.316E-06, 195.275E-06, 196.575E-06, 195.487E-06, 201.447E-06, 201.785E-06, 200.658E-06, 201.328E-06, 200.788E-06, 202.070E-06, 202.298E-06, 201.458E-06, 202.007E-06, 201.975E-06, 202.323E-06
  184904,  66.455E-06,  66.455E-06,  66.455E-06,  66.455E-06,  66.455E-06,  66.459E-06,  65.811E-06,  66.712E-06,  67.674E-06,  69.845E-06,  66.657E-06,  67.578E-06,  65.966E-06,  64.698E-06,  67.237E-06,  66.951E-06,  66.319E-06,  66.322E-06,  67.377E-06,  65.860E-06,  66.071E-06,  66.564E-06,  66.716E-06,  66.455E-06
  184905,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  50.122E-06,  49.188E-06,  50.365E-06,  50.603E-06,  51.321E-06,  51.301E-06,  51.303E-06,  48.696E-06,  49.948E-06,  51.788E-06,  50.128E-06,  48.713E-06,  49.865E-06,  49.810E-06,  50.139E-06,  49.367E-06,  49.570E-06,  49.532E-06,  49.510E-06
  184906,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  49.426E-06,  50.122E-06,  49.188E-06,  50.365E-06,  50.603E-06,  51.321E-06,  51.301E-06,  51.303E-06,  48.696E-06,  49.948E-06,  51.788E-06,  50.128E-06,  48.713E-06,  49.865E-06,  49.810E-06,  50.139E-06,  49.367E-06,  49.570E-06,  49.532E-06,  49.510E-06
  185945,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.016E-06,   8.026E-06,   7.756E-06,   7.523E-06,   7.764E-06,   8.080E-06,   8.030E-06,   8.016E-06,   7.645E-06,   8.004E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.277E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06
  185949,  20.695E-06,  20.695E-06,  20.695E-06,  20.695E-06,  20.695E-06,  20.695E-06,  20.725E-06,  18.571E-06,  21.027E-06,  21.296E-06,  19.418E-06,  20.508E-06,  19.389E-06,  18.250E-06,  19.510E-06,  20.636E-06,  19.811E-06,  20.804E-06,  20.534E-06,  20.953E-06,  20.695E-06,  20.877E-06,  20.695E-06,  20.915E-06
  185950, 183.393E-06, 183.393E-06, 183.393E-06, 183.393E-06, 183.167E-06, 181.424E-06, 174.998E-06, 173.475E-06, 173.256E-06, 172.189E-06, 177.555E-06, 179.230E-06, 180.298E-06, 180.431E-06, 176.801E-06, 175.459E-06, 180.615E-06, 181.425E-06, 180.694E-06, 183.945E-06, 182.681E-06, 183.457E-06, 182.891E-06, 183.492E-06
  185951, 345.508E-06, 345.508E-06, 344.132E-06, 345.508E-06, 345.614E-06, 343.886E-06, 328.597E-06, 327.561E-06, 318.200E-06, 333.294E-06, 331.746E-06, 340.891E-06, 339.177E-06, 334.870E-06, 338.948E-06, 340.549E-06, 342.933E-06, 341.677E-06, 343.057E-06, 346.042E-06, 343.064E-06, 344.434E-06, 345.936E-06, 345.508E-06
  185952, 165.378E-06, 165.378E-06, 165.378E-06, 165.378E-06, 165.090E-06, 164.826E-06, 160.748E-06, 152.520E-06, 154.853E-06, 160.521E-06, 157.834E-06, 161.529E-06, 162.015E-06, 162.187E-06, 160.447E-06, 163.973E-06, 164.418E-06, 164.523E-06, 164.942E-06, 165.602E-06, 165.490E-06, 164.008E-06, 164.758E-06, 165.029E-06
  185953, 289.347E-06, 289.347E-06, 289.044E-06, 289.347E-06, 288.754E-06, 288.740E-06, 288.062E-06, 278.945E-06, 270.607E-06, 272.857E-06, 282.489E-06, 289.176E-06, 288.558E-06, 288.857E-06, 290.025E-06, 289.999E-06, 288.536E-06, 289.550E-06, 291.625E-06, 287.649E-06, 289.337E-06, 290.762E-06, 289.794E-06, 289.347E-06
  185954, 289.347E-06, 289.347E-06, 289.044E-06, 289.347E-06, 288.754E-06, 288.740E-06, 288.062E-06, 278.945E-06, 270.607E-06, 272.857E-06, 282.489E-06, 289.176E-06, 288.558E-06, 288.857E-06, 290.025E-06, 289.999E-06, 288.536E-06, 289.550E-06, 291.625E-06, 287.649E-06, 289.337E-06, 290.762E-06, 289.794E-06, 289.347E-06
  185955, 301.917E-06, 301.917E-06, 301.917E-06, 301.917E-06, 301.452E-06, 300.093E-06, 287.429E-06, 286.594E-06, 285.103E-06, 294.834E-06, 294.652E-06, 297.994E-06, 299.823E-06, 295.213E-06, 295.352E-06, 297.093E-06, 299.371E-06, 299.225E-06, 301.201E-06, 301.482E-06, 298.743E-06, 302.048E-06, 301.678E-06, 301.917E-06
  185958, 193.340E-06, 193.585E-06, 193.494E-06, 193.340E-06, 193.377E-06, 194.682E-06, 193.318E-06, 206.658E-06, 206.230E-06, 198.318E-06, 202.601E-06, 197.086E-06, 198.504E-06, 197.303E-06, 189.432E-06, 197.897E-06, 198.989E-06, 196.998E-06, 193.667E-06, 194.289E-06, 193.987E-06, 193.568E-06, 193.133E-06, 193.468E-06
  185959, 201.975E-06, 201.974E-06, 201.773E-06, 201.974E-06, 200.910E-06, 202.373E-06, 199.718E-06, 194.768E-06, 193.570E-06, 193.316E-06, 195.275E-06, 196.575E-06, 195.487E-06, 201.447E-06, 201.785E-06, 200.658E-06, 201.328E-06, 200.788E-06, 202.070E-06, 202.298E-06, 201.458E-06, 202.007E-06, 201.975E-06, 202.323E-06
  185960, 142.984E-06, 142.984E-06, 142.984E-06, 142.984E-06, 142.969E-06, 141.187E-06, 141.245E-06, 133.543E-06, 135.438E-06, 135.106E-06, 140.200E-06, 141.159E-06, 142.408E-06, 142.935E-06, 142.923E-06, 143.031E-06, 142.847E-06, 142.559E-06, 141.614E-06, 143.111E-06, 143.111E-06, 143.221E-06, 142.158E-06, 142.984E-06
  185961,  31.815E-06,  31.815E-06,  31.815E-06,  31.815E-06,  31.567E-06,  31.808E-06,  31.224E-06,  30.592E-06,  31.363E-06,  31.227E-06,  30.772E-06,  31.768E-06,  31.914E-06,  31.545E-06,  31.866E-06,  31.560E-06,  31.673E-06,  31.424E-06,  31.633E-06,  31.815E-06,  31.217E-06,  31.654E-06,  31.815E-06,  31.647E-06
  185962,  31.815E-06,  31.815E-06,  31.815E-06,  31.815E-06,  31.567E-06,  31.808E-06,  31.224E-06,  30.592E-06,  31.363E-06,  31.227E-06,  30.772E-06,  31.768E-06,  31.914E-06,  31.545E-06,  31.866E-06,  31.560E-06,  31.673E-06,  31.424E-06,  31.633E-06,  31.815E-06,  31.217E-06,  31.654E-06,  31.815E-06,  31.647E-06
  185963,  37.271E-06,  37.271E-06,  37.271E-06,  37.271E-06,  37.271E-06,  37.000E-06,  36.224E-06,  35.602E-06,  36.086E-06,  36.566E-06,  36.484E-06,  37.939E-06,  36.780E-06,  36.926E-06,  36.049E-06,  36.917E-06,  37.444E-06,  37.271E-06,  37.253E-06,  36.812E-06,  37.271E-06,  37.271E-06,  37.152E-06,  37.271E-06
  185964,  37.271E-06,  37.271E-06,  37.271E-06,  37.271E-06,  37.271E-06,  37.000E-06,  36.224E-06,  35.602E-06,  36.086E-06,  36.566E-06,  36.484E-06,  37.939E-06,  36.780E-06,  36.926E-06,  36.049E-06,  36.917E-06,  37.444E-06,  37.271E-06,  37.253E-06,  36.812E-06,  37.271E-06,  37.271E-06,  37.152E-06,  37.271E-06
  185965,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.228E-06,   5.422E-06,   5.705E-06,   5.750E-06,   5.249E-06,   5.189E-06,   5.241E-06,   5.328E-06,   5.416E-06,   5.328E-06,   5.328E-06,   5.288E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06
  185966,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.228E-06,   5.422E-06,   5.705E-06,   5.750E-06,   5.249E-06,   5.189E-06,   5.241E-06,   5.328E-06,   5.416E-06,   5.328E-06,   5.328E-06,   5.288E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06
  187004,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.016E-06,   8.026E-06,   7.756E-06,   7.523E-06,   7.764E-06,   8.080E-06,   8.030E-06,   8.016E-06,   7.645E-06,   8.004E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.277E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06
  187005,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.016E-06,   8.026E-06,   7.756E-06,   7.523E-06,   7.764E-06,   8.080E-06,   8.030E-06,   8.016E-06,   7.645E-06,   8.004E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.277E-06,   8.026E-06,   8.026E-06,   8.026E-06,   8.026E-06
  187006,  17.233E-06,  17.260E-06,  17.233E-06,  17.233E-06,  17.233E-06,  16.601E-06,  16.177E-06,  16.472E-06,  16.073E-06,  16.352E-06,  16.502E-06,  16.985E-06,  17.183E-06,  16.172E-06,  16.818E-06,  16.925E-06,  17.049E-06,  16.956E-06,  16.954E-06,  17.094E-06,  17.182E-06,  17.233E-06,  17.403E-06,  17.233E-06
  187007,  87.963E-06,  88.092E-06,  87.963E-06,  87.963E-06,  87.963E-06,  86.730E-06,  85.515E-06,  84.893E-06,  85.949E-06,  86.370E-06,  86.208E-06,  87.395E-06,  88.718E-06,  88.660E-06,  86.419E-06,  86.193E-06,  86.875E-06,  88.513E-06,  86.929E-06,  87.796E-06,  87.962E-06,  87.484E-06,  87.858E-06,  87.743E-06
  187008, 200.431E-06, 201.041E-06, 200.431E-06, 200.431E-06, 200.626E-06, 200.209E-06, 194.367E-06, 199.229E-06, 197.073E-06, 196.123E-06, 198.933E-06, 198.811E-06, 200.623E-06, 201.088E-06, 199.098E-06, 200.197E-06, 200.641E-06, 197.952E-06, 199.645E-06, 200.252E-06, 200.114E-06, 200.822E-06, 200.431E-06, 200.529E-06
  187009,  95.366E-06,  95.366E-06,  95.366E-06,  95.366E-06,  95.339E-06,  94.782E-06,  90.791E-06,  89.640E-06,  93.003E-06,  90.823E-06,  95.813E-06,  94.754E-06,  94.327E-06,  92.835E-06,  93.643E-06,  94.274E-06,  94.976E-06,  94.727E-06,  95.148E-06,  95.781E-06,  95.107E-06,  95.065E-06,  95.366E-06,  95.366E-06
  187010,  96.005E-06,  96.005E-06,  96.005E-06,  96.005E-06,  96.005E-06,  95.749E-06,  98.699E-06,  94.346E-06,  95.761E-06,  95.305E-06,  98.925E-06,  94.166E-06,  94.592E-06,  96.559E-06,  95.954E-06,  95.825E-06,  94.443E-06,  96.452E-06,  94.473E-06,  94.751E-06,  95.671E-06,  95.701E-06,  96.005E-06,  95.810E-06
  187011,  96.005E-06,  96.005E-06,  96.005E-06,  96.005E-06,  96.005E-06,  95.749E-06,  98.699E-06,  94.346E-06,  95.761E-06,  95.305E-06,  98.925E-06,  94.166E-06,  94.592E-06,  96.559E-06,  95.954E-06,  95.825E-06,  94.443E-06,  96.452E-06,  94.473E-06,  94.751E-06,  95.671E-06,  95.701E-06,  96.005E-06,  95.810E-06
  187012, 199.067E-06, 199.067E-06, 199.067E-06, 199.067E-06, 198.957E-06, 200.132E-06, 194.493E-06, 191.833E-06, 191.040E-06, 187.312E-06, 196.930E-06, 193.869E-06, 198.582E-06, 197.600E-06, 196.703E-06, 197.129E-06, 197.036E-06, 197.482E-06, 198.025E-06, 197.157E-06, 198.736E-06, 198.569E-06, 198.917E-06, 199.067E-06
  187013, 213.622E-06, 213.622E-06, 213.622E-06, 213.398E-06, 213.780E-06, 211.029E-06, 210.618E-06, 205.483E-06, 208.549E-06, 213.171E-06, 205.388E-06, 208.753E-06, 213.092E-06, 210.751E-06, 210.054E-06, 214.343E-06, 214.617E-06, 211.795E-06, 213.414E-06, 212.858E-06, 214.097E-06, 213.011E-06, 213.067E-06, 213.725E-06
  187014, 213.622E-06, 213.622E-06, 213.622E-06, 213.398E-06, 213.780E-06, 211.029E-06, 210.618E-06, 205.483E-06, 208.549E-06, 213.171E-06, 205.388E-06, 208.753E-06, 213.092E-06, 210.751E-06, 210.054E-06, 214.343E-06, 214.617E-06, 211.795E-06, 213.414E-06, 212.858E-06, 214.097E-06, 213.011E-06, 213.067E-06, 213.725E-06
  187016, 239.056E-06, 239.299E-06, 239.056E-06, 239.056E-06, 238.729E-06, 238.294E-06, 237.024E-06, 231.787E-06, 226.926E-06, 227.928E-06, 237.527E-06, 237.515E-06, 232.517E-06, 234.986E-06, 240.402E-06, 239.598E-06, 239.976E-06, 239.589E-06, 240.808E-06, 239.139E-06, 238.604E-06, 238.374E-06, 238.684E-06, 239.095E-06
  187017, 177.878E-06, 178.273E-06, 177.878E-06, 177.878E-06, 177.861E-06, 176.886E-06, 169.358E-06, 177.072E-06, 181.006E-06, 175.978E-06, 173.973E-06, 176.363E-06, 178.259E-06, 179.518E-06, 175.656E-06, 174.531E-06, 177.439E-06, 177.584E-06, 178.761E-06, 177.819E-06, 178.124E-06, 177.353E-06, 175.561E-06, 177.889E-06
  187018, 403.923E-06, 403.337E-06, 404.229E-06, 403.923E-06, 404.226E-06, 404.453E-06, 386.804E-06, 375.009E-06, 380.884E-06, 391.914E-06, 398.742E-06, 398.242E-06, 393.990E-06, 395.517E-06, 388.457E-06, 397.979E-06, 395.535E-06, 401.341E-06, 398.040E-06, 400.720E-06, 401.583E-06, 402.184E-06, 404.048E-06, 403.923E-06
  187019, 176.666E-06, 176.666E-06, 176.949E-06, 176.666E-06, 176.261E-06, 176.131E-06, 175.209E-06, 173.425E-06, 176.212E-06, 171.002E-06, 170.086E-06, 173.272E-06, 174.874E-06, 176.939E-06, 171.380E-06, 173.164E-06, 175.595E-06, 174.491E-06, 177.035E-06, 175.025E-06, 175.337E-06, 174.108E-06, 175.834E-06, 176.666E-06
  187020,  21.829E-06,  21.829E-06,  21.829E-06,  21.829E-06,  21.829E-06,  21.762E-06,  21.101E-06,  24.635E-06,  23.665E-06,  21.705E-06,  21.392E-06,  21.314E-06,  22.088E-06,  22.376E-06,  21.174E-06,  21.673E-06,  21.531E-06,  21.829E-06,  21.853E-06,  22.565E-06,  22.184E-06,  21.829E-06,  21.829E-06,  21.829E-06
  187021,  43.094E-06,  43.094E-06,  43.094E-06,  43.094E-06,  43.094E-06,  43.254E-06,  41.304E-06,  40.379E-06,  42.735E-06,  42.813E-06,  41.204E-06,  41.661E-06,  43.420E-06,  41.928E-06,  42.501E-06,  42.663E-06,  43.625E-06,  42.145E-06,  42.440E-06,  42.463E-06,  42.912E-06,  42.888E-06,  43.094E-06,  43.254E-06
  187022,  37.271E-06,  37.271E-06,  37.271E-06,  37.271E-06,  37.271E-06,  37.000E-06,  36.224E-06,  35.602E-06,  36.086E-06,  36.566E-06,  36.484E-06,  37.939E-06,  36.780E-06,  36.926E-06,  36.049E-06,  36.917E-06,  37.444E-06,  37.271E-06,  37.253E-06,  36.812E-06,  37.271E-06,  37.271E-06,  37.152E-06,  37.271E-06
  187024,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.228E-06,   5.422E-06,   5.705E-06,   5.750E-06,   5.249E-06,   5.189E-06,   5.241E-06,   5.328E-06,   5.416E-06,   5.328E-06,   5.328E-06,   5.288E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06
  187025,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.228E-06,   5.422E-06,   5.705E-06,   5.750E-06,   5.249E-06,   5.189E-06,   5.241E-06,   5.328E-06,   5.416E-06,   5.328E-06,   5.328E-06,   5.288E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06,   5.328E-06
  188063,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   8.977E-06,   9.167E-06,   8.818E-06,   8.555E-06,   8.686E-06,   8.818E-06,   9.259E-06,   8.977E-06,   9.104E-06,   8.745E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06
  188064,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   8.977E-06,   9.167E-06,   8.818E-06,   8.555E-06,   8.686E-06,   8.818E-06,   9.259E-06,   8.977E-06,   9.104E-06,   8.745E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06,   9.167E-06
  188065,  17.233E-06,  17.260E-06,  17.233E-06,  17.233E-06,  17.233E-06,  16.601E-06,  16.177E-06,  16.472E-06,  16.073E-06,  16.352E-06,  16.502E-06,  16.985E-06,  17.183E-06,  16.172E-06,  16.818E-06,  16.925E-06,  17.049E-06,  16.956E-06,  16.954E-06,  17.094E-06,  17.182E-06,  17.233E-06,  17.403E-06,  17.233E-06
  188066,  87.963E-06,  88.092E-06,  87.963E-06,  87.963E-06,  87.963E-06,  86.730E-06,  85.515E-06,  84.893E-06,  85.949E-06,  86.370E-06,  86.208E-06,  87.395E-06,  88.718E-06,  88.660E-06,  86.419E-06,  86.193E-06,  86.875E-06,  88.513E-06,  86.929E-06,  87.796E-06,  87.962E-06,  87.484E-06,  87.858E-06,  87.743E-06
  188067,  97.031E-06,  97.031E-06,  97.031E-06,  97.031E-06,  97.031E-06,  97.298E-06,  94.596E-06,  91.048E-06,  89.617E-06,  91.862E-06,  95.033E-06,  97.143E-06,  95.272E-06,  95.067E-06,  96.262E-06,  97.268E-06,  96.004E-06,  96.059E-06,  96.722E-06,  96.949E-06,  96.905E-06,  97.031E-06,  97.031E-06,  97.040E-06
