GRIDODE,P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23
  174317,  63.287E-06,  63.287E-06,  63.175E-06,  63.287E-06,  63.159E-06,  63.287E-06,  61.485E-06,  61.280E-06,  62.006E-06,  62.222E-06,  62.640E-06,  63.136E-06,  62.712E-06,  62.540E-06,  63.182E-06,  63.159E-06,  62.956E-06,  63.287E-06,  63.186E-06,  63.287E-06,  63.176E-06,  63.287E-06,  63.287E-06,  63.287E-06
  174318,  63.287E-06,  63.287E-06,  63.175E-06,  63.287E-06,  63.159E-06,  63.287E-06,  61.485E-06,  61.280E-06,  62.006E-06,  62.222E-06,  62.640E-06,  63.136E-06,  62.712E-06,  62.540E-06,  63.182E-06,  63.159E-06,  62.956E-06,  63.287E-06,  63.186E-06,  63.287E-06,  63.176E-06,  63.287E-06,  63.287E-06,  63.287E-06
  175358,  31.066E-06,  31.066E-06,  31.066E-06,  31.066E-06,  31.066E-06,  31.066E-06,  30.182E-06,  26.705E-06,  27.506E-06,  28.884E-06,  29.769E-06,  29.712E-06,  30.180E-06,  29.786E-06,  30.687E-06,  30.665E-06,  30.555E-06,  31.066E-06,  30.876E-06,  30.919E-06,  31.016E-06,  30.943E-06,  31.066E-06,  31.066E-06
  175359,  31.066E-06,  31.066E-06,  31.066E-06,  31.066E-06,  31.066E-06,  31.066E-06,  30.182E-06,  26.705E-06,  27.506E-06,  28.884E-06,  29.769E-06,  29.712E-06,  30.180E-06,  29.786E-06,  30.687E-06,  30.665E-06,  30.555E-06,  31.066E-06,  30.876E-06,  30.919E-06,  31.016E-06,  30.943E-06,  31.066E-06,  31.066E-06
  175360, 192.350E-06, 192.350E-06, 192.350E-06, 192.350E-06, 191.823E-06, 191.580E-06, 188.000E-06, 174.959E-06, 176.232E-06, 178.136E-06, 187.690E-06, 187.547E-06, 188.518E-06, 185.212E-06, 187.518E-06, 189.264E-06, 190.482E-06, 190.615E-06, 191.693E-06, 191.300E-06, 191.717E-06, 192.306E-06, 192.212E-06, 191.859E-06
  175361, 368.849E-06, 368.627E-06, 368.849E-06, 368.849E-06, 368.672E-06, 367.727E-06, 361.189E-06, 351.667E-06, 358.262E-06, 350.376E-06, 362.836E-06, 359.236E-06, 365.192E-06, 366.484E-06, 365.140E-06, 364.682E-06, 365.081E-06, 366.846E-06, 366.200E-06, 368.624E-06, 368.817E-06, 369.074E-06, 368.372E-06, 368.539E-06
  175362, 118.978E-06, 119.001E-06, 119.013E-06, 118.978E-06, 119.199E-06, 119.822E-06, 122.907E-06, 129.460E-06, 135.155E-06, 134.112E-06, 121.785E-06, 124.301E-06, 120.642E-06, 121.054E-06, 123.119E-06, 122.024E-06, 122.871E-06, 123.612E-06, 119.926E-06, 119.740E-06, 118.447E-06, 118.658E-06, 118.998E-06, 119.140E-06
  175363,  52.608E-06,  53.249E-06,  53.010E-06,  52.608E-06,  52.902E-06,  53.682E-06,  79.275E-06, 131.174E-06, 104.965E-06,  94.831E-06,  76.238E-06,  64.393E-06,  65.525E-06,  68.880E-06,  72.629E-06,  78.391E-06,  72.462E-06,  62.704E-06,  58.969E-06,  56.812E-06,  56.449E-06,  54.107E-06,  53.195E-06,  52.725E-06
  175364, 448.770E-06, 448.394E-06, 448.692E-06, 448.657E-06, 448.833E-06, 447.724E-06, 439.350E-06, 429.109E-06, 426.994E-06, 434.728E-06, 439.822E-06, 440.348E-06, 441.547E-06, 444.572E-06, 443.045E-06, 443.603E-06, 444.838E-06, 445.982E-06, 448.493E-06, 447.439E-06, 447.559E-06, 445.934E-06, 448.142E-06, 448.066E-06
  175365, 250.533E-06, 250.533E-06, 250.883E-06, 250.624E-06, 250.740E-06, 251.830E-06, 262.381E-06, 274.540E-06, 251.784E-06, 249.138E-06, 252.362E-06, 254.465E-06, 254.106E-06, 259.506E-06, 260.385E-06, 258.972E-06, 260.906E-06, 251.614E-06, 255.870E-06, 252.561E-06, 251.412E-06, 251.276E-06, 250.159E-06, 250.482E-06
  175366, 353.462E-06, 353.516E-06, 353.209E-06, 353.742E-06, 353.357E-06, 353.551E-06, 345.082E-06, 341.893E-06, 341.269E-06, 333.809E-06, 341.331E-06, 349.146E-06, 352.227E-06, 346.782E-06, 346.263E-06, 345.828E-06, 348.785E-06, 352.890E-06, 347.499E-06, 349.797E-06, 349.762E-06, 351.461E-06, 353.863E-06, 352.972E-06
  175367, 424.318E-06, 423.842E-06, 424.318E-06, 424.014E-06, 423.164E-06, 422.524E-06, 415.504E-06, 413.521E-06, 410.668E-06, 411.114E-06, 415.720E-06, 420.862E-06, 422.992E-06, 420.623E-06, 416.319E-06, 420.521E-06, 421.016E-06, 418.671E-06, 421.563E-06, 421.142E-06, 426.372E-06, 425.413E-06, 423.851E-06, 423.813E-06
  175368, 492.824E-06, 492.683E-06, 492.972E-06, 492.606E-06, 491.429E-06, 490.875E-06, 471.633E-06, 448.794E-06, 460.807E-06, 466.096E-06, 474.272E-06, 481.426E-06, 484.452E-06, 483.407E-06, 478.066E-06, 483.231E-06, 486.397E-06, 488.025E-06, 487.978E-06, 491.068E-06, 489.898E-06, 491.472E-06, 491.875E-06, 493.407E-06
  175369,  84.492E-06,  84.492E-06,  84.492E-06,  84.417E-06,  84.419E-06,  83.697E-06,  79.399E-06,  78.798E-06,  77.463E-06,  79.999E-06,  81.337E-06,  81.915E-06,  81.821E-06,  81.726E-06,  82.425E-06,  83.585E-06,  82.796E-06,  84.048E-06,  83.497E-06,  84.896E-06,  83.963E-06,  84.449E-06,  84.393E-06,  84.518E-06
  175370,  19.201E-06,  19.201E-06,  19.201E-06,  19.150E-06,  18.982E-06,  18.620E-06,  18.093E-06,  17.711E-06,  17.774E-06,  17.722E-06,  19.252E-06,  18.882E-06,  19.171E-06,  19.061E-06,  18.839E-06,  18.742E-06,  18.776E-06,  18.768E-06,  18.944E-06,  19.121E-06,  19.089E-06,  19.099E-06,  18.954E-06,  19.222E-06
  175371, 152.828E-06, 152.828E-06, 152.828E-06, 152.828E-06, 152.924E-06, 151.468E-06, 149.540E-06, 149.661E-06, 147.465E-06, 148.658E-06, 148.334E-06, 150.755E-06, 150.759E-06, 153.355E-06, 151.408E-06, 151.084E-06, 151.178E-06, 152.896E-06, 153.727E-06, 151.502E-06, 152.703E-06, 152.212E-06, 152.325E-06, 152.817E-06
  175372, 272.081E-06, 272.081E-06, 272.081E-06, 272.081E-06, 270.592E-06, 269.258E-06, 266.087E-06, 263.948E-06, 261.515E-06, 262.395E-06, 262.889E-06, 264.633E-06, 267.778E-06, 265.103E-06, 266.358E-06, 267.691E-06, 270.511E-06, 268.906E-06, 269.575E-06, 270.114E-06, 271.655E-06, 271.868E-06, 271.960E-06, 271.855E-06
  175373, 180.132E-06, 179.829E-06, 180.132E-06, 180.132E-06, 180.560E-06, 179.319E-06, 176.564E-06, 174.141E-06, 173.832E-06, 175.669E-06, 175.582E-06, 178.253E-06, 177.145E-06, 177.983E-06, 178.936E-06, 178.676E-06, 179.119E-06, 176.991E-06, 178.526E-06, 180.361E-06, 180.663E-06, 180.224E-06, 178.391E-06, 180.104E-06
  175374, 248.910E-06, 249.207E-06, 248.910E-06, 249.266E-06, 249.097E-06, 247.371E-06, 247.272E-06, 247.694E-06, 245.469E-06, 243.605E-06, 247.757E-06, 249.100E-06, 249.315E-06, 251.166E-06, 247.349E-06, 248.449E-06, 248.828E-06, 248.931E-06, 247.385E-06, 248.255E-06, 248.425E-06, 248.203E-06, 249.789E-06, 248.910E-06
  175375, 101.576E-06, 101.576E-06, 101.576E-06, 101.576E-06, 101.349E-06, 100.728E-06,  94.764E-06,  92.710E-06,  93.421E-06,  96.470E-06,  95.995E-06,  99.025E-06,  99.470E-06,  99.425E-06,  95.473E-06,  98.980E-06, 100.243E-06,  99.976E-06, 100.674E-06, 100.069E-06, 101.794E-06, 100.723E-06, 101.516E-06, 101.576E-06
  175376, 101.576E-06, 101.576E-06, 101.576E-06, 101.576E-06, 101.349E-06, 100.728E-06,  94.764E-06,  92.710E-06,  93.421E-06,  96.470E-06,  95.995E-06,  99.025E-06,  99.470E-06,  99.425E-06,  95.473E-06,  98.980E-06, 100.243E-06,  99.976E-06, 100.674E-06, 100.069E-06, 101.794E-06, 100.723E-06, 101.516E-06, 101.576E-06
  176418,  99.919E-06,  99.861E-06,  99.919E-06,  99.808E-06,  99.735E-06,  99.995E-06,  97.957E-06, 101.460E-06, 100.989E-06,  99.666E-06,  98.162E-06, 100.456E-06,  99.043E-06,  99.476E-06,  99.066E-06,  99.567E-06, 100.119E-06,  99.301E-06,  98.793E-06,  99.861E-06, 100.483E-06,  99.845E-06,  99.818E-06,  99.919E-06
  176419, 111.520E-06, 111.520E-06, 111.520E-06, 111.494E-06, 111.520E-06, 111.153E-06, 109.591E-06, 109.942E-06, 106.410E-06, 110.255E-06, 108.725E-06, 110.112E-06, 112.588E-06, 107.699E-06, 111.688E-06, 110.409E-06, 110.274E-06, 109.836E-06, 110.774E-06, 110.954E-06, 111.792E-06, 110.752E-06, 111.793E-06, 111.193E-06
  176420, 185.955E-06, 185.955E-06, 185.655E-06, 185.955E-06, 185.955E-06, 185.664E-06, 180.344E-06, 166.387E-06, 173.353E-06, 167.625E-06, 179.872E-06, 181.170E-06, 178.368E-06, 182.135E-06, 180.999E-06, 184.025E-06, 182.326E-06, 182.046E-06, 183.762E-06, 183.336E-06, 185.263E-06, 185.103E-06, 185.754E-06, 186.171E-06
  176421, 189.280E-06, 189.280E-06, 189.347E-06, 189.280E-06, 189.578E-06, 190.232E-06, 191.887E-06, 187.042E-06, 187.832E-06, 180.412E-06, 189.841E-06, 188.418E-06, 189.177E-06, 190.820E-06, 186.219E-06, 187.111E-06, 188.862E-06, 190.658E-06, 188.234E-06, 189.229E-06, 189.068E-06, 189.315E-06, 189.777E-06, 189.773E-06
  176422, 141.605E-06, 142.289E-06, 141.730E-06, 141.605E-06, 141.802E-06, 143.999E-06, 162.045E-06, 197.199E-06, 201.083E-06, 197.409E-06, 167.037E-06, 158.775E-06, 157.664E-06, 154.669E-06, 154.393E-06, 158.463E-06, 152.387E-06, 148.808E-06, 149.117E-06, 148.307E-06, 144.663E-06, 142.562E-06, 143.031E-06, 141.829E-06
  176423, 286.837E-06, 286.837E-06, 286.837E-06, 286.837E-06, 286.777E-06, 287.030E-06, 296.709E-06, 314.494E-06, 305.354E-06, 294.124E-06, 289.368E-06, 287.369E-06, 284.287E-06, 290.380E-06, 289.493E-06, 293.000E-06, 289.060E-06, 285.690E-06, 288.988E-06, 288.435E-06, 288.706E-06, 287.209E-06, 287.911E-06, 287.536E-06
  176424, 252.969E-06, 253.113E-06, 252.969E-06, 253.094E-06, 253.020E-06, 253.525E-06, 263.702E-06, 277.742E-06, 267.177E-06, 255.456E-06, 258.722E-06, 253.638E-06, 253.370E-06, 254.599E-06, 252.975E-06, 259.221E-06, 253.365E-06, 256.859E-06, 257.492E-06, 255.212E-06, 254.812E-06, 254.295E-06, 254.028E-06, 253.250E-06
  176425, 317.251E-06, 316.990E-06, 317.251E-06, 317.373E-06, 316.234E-06, 316.426E-06, 315.014E-06, 305.686E-06, 305.312E-06, 314.744E-06, 309.007E-06, 315.649E-06, 312.536E-06, 312.860E-06, 313.611E-06, 313.067E-06, 311.099E-06, 315.191E-06, 317.229E-06, 319.582E-06, 316.852E-06, 317.766E-06, 316.820E-06, 317.249E-06
  176426, 442.703E-06, 442.525E-06, 442.321E-06, 442.791E-06, 442.169E-06, 440.287E-06, 434.266E-06, 429.300E-06, 427.966E-06, 422.573E-06, 429.897E-06, 440.142E-06, 436.041E-06, 442.641E-06, 435.039E-06, 435.607E-06, 440.467E-06, 438.992E-06, 444.185E-06, 438.839E-06, 442.306E-06, 440.428E-06, 443.407E-06, 442.714E-06
  176427, 408.396E-06, 408.396E-06, 408.396E-06, 408.112E-06, 407.266E-06, 406.399E-06, 401.807E-06, 394.173E-06, 397.024E-06, 398.610E-06, 401.321E-06, 401.546E-06, 405.907E-06, 407.597E-06, 405.595E-06, 406.717E-06, 406.095E-06, 407.760E-06, 408.187E-06, 410.561E-06, 409.308E-06, 407.759E-06, 407.247E-06, 408.737E-06
  176428, 463.148E-06, 463.148E-06, 463.148E-06, 462.680E-06, 462.256E-06, 460.215E-06, 451.212E-06, 446.533E-06, 439.297E-06, 442.824E-06, 454.182E-06, 455.346E-06, 455.072E-06, 459.002E-06, 458.604E-06, 457.878E-06, 454.841E-06, 460.309E-06, 460.564E-06, 463.764E-06, 462.075E-06, 461.765E-06, 461.990E-06, 463.151E-06
  176429, 355.188E-06, 354.942E-06, 355.188E-06, 354.435E-06, 354.954E-06, 349.978E-06, 346.873E-06, 331.390E-06, 337.485E-06, 340.189E-06, 342.918E-06, 348.820E-06, 349.222E-06, 353.326E-06, 351.569E-06, 349.516E-06, 351.951E-06, 351.666E-06, 353.121E-06, 355.414E-06, 352.838E-06, 355.228E-06, 354.955E-06, 354.939E-06
  176430, 155.941E-06, 155.941E-06, 155.941E-06, 155.941E-06, 156.043E-06, 155.652E-06, 155.607E-06, 148.879E-06, 149.714E-06, 147.829E-06, 151.382E-06, 152.871E-06, 153.147E-06, 155.400E-06, 151.508E-06, 154.385E-06, 154.326E-06, 154.129E-06, 154.244E-06, 155.304E-06, 156.054E-06, 153.621E-06, 155.733E-06, 155.941E-06
  176431, 155.941E-06, 155.941E-06, 155.941E-06, 155.941E-06, 156.043E-06, 155.652E-06, 155.607E-06, 148.879E-06, 149.714E-06, 147.829E-06, 151.382E-06, 152.871E-06, 153.147E-06, 155.400E-06, 151.508E-06, 154.385E-06, 154.326E-06, 154.129E-06, 154.244E-06, 155.304E-06, 156.054E-06, 153.621E-06, 155.733E-06, 155.941E-06
  176432, 180.132E-06, 179.829E-06, 180.132E-06, 180.132E-06, 180.560E-06, 179.319E-06, 176.564E-06, 174.141E-06, 173.832E-06, 175.669E-06, 175.582E-06, 178.253E-06, 177.145E-06, 177.983E-06, 178.936E-06, 178.676E-06, 179.119E-06, 176.991E-06, 178.526E-06, 180.361E-06, 180.663E-06, 180.224E-06, 178.391E-06, 180.104E-06
  176433,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  44.645E-06,  42.804E-06,  46.206E-06,  43.264E-06,  44.035E-06,  44.956E-06,  46.137E-06,  46.181E-06,  46.466E-06,  45.418E-06,  45.109E-06,  45.318E-06,  46.181E-06,  46.149E-06,  44.281E-06,  46.181E-06,  46.033E-06,  45.522E-06,  46.181E-06
  176434,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  44.645E-06,  42.804E-06,  46.206E-06,  43.264E-06,  44.035E-06,  44.956E-06,  46.137E-06,  46.181E-06,  46.466E-06,  45.418E-06,  45.109E-06,  45.318E-06,  46.181E-06,  46.149E-06,  44.281E-06,  46.181E-06,  46.033E-06,  45.522E-06,  46.181E-06
  176435, 101.576E-06, 101.576E-06, 101.576E-06, 101.576E-06, 101.349E-06, 100.728E-06,  94.764E-06,  92.710E-06,  93.421E-06,  96.470E-06,  95.995E-06,  99.025E-06,  99.470E-06,  99.425E-06,  95.473E-06,  98.980E-06, 100.243E-06,  99.976E-06, 100.674E-06, 100.069E-06, 101.794E-06, 100.723E-06, 101.516E-06, 101.576E-06
  177477, 178.331E-06, 178.307E-06, 178.331E-06, 178.287E-06, 178.423E-06, 178.002E-06, 176.701E-06, 175.644E-06, 176.055E-06, 176.398E-06, 178.598E-06, 176.713E-06, 177.572E-06, 176.971E-06, 177.757E-06, 176.758E-06, 176.780E-06, 177.843E-06, 178.879E-06, 178.283E-06, 178.259E-06, 178.331E-06, 178.165E-06, 178.331E-06
  177478, 119.548E-06, 119.548E-06, 119.548E-06, 119.099E-06, 119.683E-06, 119.678E-06, 125.629E-06, 139.417E-06, 138.034E-06, 132.988E-06, 130.011E-06, 125.787E-06, 124.829E-06, 123.517E-06, 126.553E-06, 122.864E-06, 123.394E-06, 119.245E-06, 120.206E-06, 120.453E-06, 120.267E-06, 120.136E-06, 120.210E-06, 119.548E-06
  177479, 320.478E-06, 320.478E-06, 319.900E-06, 320.118E-06, 320.087E-06, 316.443E-06, 314.795E-06, 309.158E-06, 314.308E-06, 310.307E-06, 306.495E-06, 313.268E-06, 313.617E-06, 312.483E-06, 313.546E-06, 317.357E-06, 319.328E-06, 317.637E-06, 320.320E-06, 319.557E-06, 319.506E-06, 317.923E-06, 320.165E-06, 319.833E-06
  177480, 437.752E-06, 437.752E-06, 437.914E-06, 437.752E-06, 437.299E-06, 435.743E-06, 424.172E-06, 400.259E-06, 416.202E-06, 410.762E-06, 421.563E-06, 427.923E-06, 432.345E-06, 427.192E-06, 428.123E-06, 428.957E-06, 431.510E-06, 434.324E-06, 434.013E-06, 434.390E-06, 434.684E-06, 437.197E-06, 438.092E-06, 437.698E-06
  177481, 295.157E-06, 294.837E-06, 296.219E-06, 295.165E-06, 295.499E-06, 296.203E-06, 312.700E-06, 355.653E-06, 356.818E-06, 350.948E-06, 312.509E-06, 314.334E-06, 313.472E-06, 311.956E-06, 315.355E-06, 303.590E-06, 305.948E-06, 301.921E-06, 298.822E-06, 298.405E-06, 296.819E-06, 294.572E-06, 296.471E-06, 295.901E-06
  177482, 283.531E-06, 284.017E-06, 283.718E-06, 283.728E-06, 282.997E-06, 286.799E-06, 303.395E-06, 329.058E-06, 339.691E-06, 321.509E-06, 310.735E-06, 295.009E-06, 292.260E-06, 291.500E-06, 293.652E-06, 298.941E-06, 291.800E-06, 294.374E-06, 289.690E-06, 289.997E-06, 287.956E-06, 285.998E-06, 283.470E-06, 285.237E-06
  177483, 375.443E-06, 375.729E-06, 375.466E-06, 375.666E-06, 376.407E-06, 375.107E-06, 379.391E-06, 376.992E-06, 378.807E-06, 366.690E-06, 373.333E-06, 373.187E-06, 372.676E-06, 374.418E-06, 375.227E-06, 374.161E-06, 369.023E-06, 372.448E-06, 375.061E-06, 371.464E-06, 376.385E-06, 375.734E-06, 374.528E-06, 375.615E-06
  177484, 355.095E-06, 354.975E-06, 355.939E-06, 357.530E-06, 365.440E-06, 380.889E-06, 383.136E-06, 377.999E-06, 367.222E-06, 362.168E-06, 358.955E-06, 362.386E-06, 355.100E-06, 356.893E-06, 358.771E-06, 354.866E-06, 356.763E-06, 354.387E-06, 355.442E-06, 352.025E-06, 356.000E-06, 355.658E-06, 355.562E-06, 354.917E-06
  177485, 264.713E-06, 264.844E-06, 265.125E-06, 266.384E-06, 270.001E-06, 278.019E-06, 286.085E-06, 290.310E-06, 280.512E-06, 269.123E-06, 268.716E-06, 265.536E-06, 266.093E-06, 265.812E-06, 266.988E-06, 270.288E-06, 270.304E-06, 268.130E-06, 264.909E-06, 264.898E-06, 264.458E-06, 265.503E-06, 265.338E-06, 264.428E-06
  177486, 297.378E-06, 297.378E-06, 297.378E-06, 297.838E-06, 296.227E-06, 296.822E-06, 289.869E-06, 299.216E-06, 283.408E-06, 287.089E-06, 295.936E-06, 294.566E-06, 298.241E-06, 296.438E-06, 301.475E-06, 299.359E-06, 298.726E-06, 298.162E-06, 295.472E-06, 297.877E-06, 295.671E-06, 297.202E-06, 297.366E-06, 296.904E-06
  177487, 378.633E-06, 378.633E-06, 378.809E-06, 378.151E-06, 377.603E-06, 377.189E-06, 373.998E-06, 370.728E-06, 369.855E-06, 365.682E-06, 367.364E-06, 372.019E-06, 377.079E-06, 374.429E-06, 373.839E-06, 370.330E-06, 374.670E-06, 376.810E-06, 377.821E-06, 375.633E-06, 377.700E-06, 379.470E-06, 379.317E-06, 378.151E-06
  177488, 516.076E-06, 516.076E-06, 516.076E-06, 515.836E-06, 515.515E-06, 514.704E-06, 506.760E-06, 497.172E-06, 503.096E-06, 500.863E-06, 510.275E-06, 512.057E-06, 509.141E-06, 511.255E-06, 515.425E-06, 513.868E-06, 517.045E-06, 517.358E-06, 517.151E-06, 515.611E-06, 517.809E-06, 515.558E-06, 516.822E-06, 515.884E-06
  177489, 231.651E-06, 231.651E-06, 231.651E-06, 231.872E-06, 229.109E-06, 230.190E-06, 227.865E-06, 229.566E-06, 221.055E-06, 223.855E-06, 228.729E-06, 224.134E-06, 228.511E-06, 232.523E-06, 225.549E-06, 228.282E-06, 228.363E-06, 231.992E-06, 231.783E-06, 231.826E-06, 230.951E-06, 229.559E-06, 231.283E-06, 231.132E-06
  177490,  63.949E-06,  64.326E-06,  63.949E-06,  63.707E-06,  63.949E-06,  62.226E-06,  63.070E-06,  61.646E-06,  62.271E-06,  61.575E-06,  59.891E-06,  62.672E-06,  64.357E-06,  62.297E-06,  62.542E-06,  63.455E-06,  63.818E-06,  64.440E-06,  63.223E-06,  63.691E-06,  63.560E-06,  63.593E-06,  63.949E-06,  63.949E-06
  177491,  63.949E-06,  64.326E-06,  63.949E-06,  63.707E-06,  63.949E-06,  62.226E-06,  63.070E-06,  61.646E-06,  62.271E-06,  61.575E-06,  59.891E-06,  62.672E-06,  64.357E-06,  62.297E-06,  62.542E-06,  63.455E-06,  63.818E-06,  64.440E-06,  63.223E-06,  63.691E-06,  63.560E-06,  63.593E-06,  63.949E-06,  63.949E-06
  177492,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  44.645E-06,  42.804E-06,  46.206E-06,  43.264E-06,  44.035E-06,  44.956E-06,  46.137E-06,  46.181E-06,  46.466E-06,  45.418E-06,  45.109E-06,  45.318E-06,  46.181E-06,  46.149E-06,  44.281E-06,  46.181E-06,  46.033E-06,  45.522E-06,  46.181E-06
  177493,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  46.181E-06,  44.645E-06,  42.804E-06,  46.206E-06,  43.264E-06,  44.035E-06,  44.956E-06,  46.137E-06,  46.181E-06,  46.466E-06,  45.418E-06,  45.109E-06,  45.318E-06,  46.181E-06,  46.149E-06,  44.281E-06,  46.181E-06,  46.033E-06,  45.522E-06,  46.181E-06
  178537, 115.129E-06, 115.129E-06, 115.129E-06, 115.129E-06, 115.115E-06, 116.362E-06, 118.196E-06, 120.945E-06, 116.514E-06, 122.937E-06, 118.450E-06, 115.419E-06, 116.358E-06, 116.188E-06, 113.561E-06, 113.720E-06, 115.066E-06, 118.653E-06, 117.550E-06, 116.264E-06, 114.772E-06, 116.878E-06, 116.123E-06, 115.129E-06
  178538,  81.617E-06,  81.617E-06,  81.599E-06,  81.617E-06,  81.476E-06,  82.493E-06,  86.518E-06,  97.074E-06, 101.930E-06,  95.366E-06,  87.852E-06,  81.970E-06,  83.084E-06,  85.971E-06,  82.734E-06,  83.589E-06,  83.602E-06,  81.491E-06,  82.191E-06,  82.576E-06,  82.550E-06,  81.802E-06,  81.670E-06,  81.521E-06
  178539, 236.098E-06, 236.098E-06, 236.085E-06, 236.098E-06, 236.166E-06, 237.026E-06, 236.349E-06, 229.046E-06, 239.074E-06, 231.819E-06, 233.817E-06, 234.568E-06, 236.176E-06, 234.808E-06, 239.763E-06, 235.935E-06, 236.324E-06, 234.520E-06, 235.533E-06, 235.705E-06, 235.344E-06, 236.414E-06, 235.996E-06, 236.134E-06
  178540, 339.563E-06, 339.563E-06, 339.024E-06, 339.730E-06, 341.449E-06, 344.772E-06, 362.620E-06, 379.780E-06, 388.700E-06, 388.462E-06, 366.181E-06, 352.137E-06, 350.890E-06, 354.499E-06, 353.777E-06, 347.348E-06, 348.917E-06, 342.317E-06, 341.791E-06, 343.007E-06, 342.383E-06, 340.652E-06, 339.165E-06, 339.670E-06
  178541, 325.001E-06, 325.163E-06, 325.429E-06, 324.793E-06, 326.362E-06, 327.970E-06, 354.132E-06, 393.246E-06, 404.304E-06, 413.098E-06, 365.065E-06, 341.818E-06, 341.986E-06, 342.487E-06, 350.016E-06, 340.800E-06, 332.604E-06, 335.138E-06, 328.608E-06, 328.248E-06, 328.235E-06, 329.878E-06, 324.933E-06, 324.644E-06
  178542, 404.840E-06, 404.684E-06, 403.610E-06, 404.289E-06, 403.640E-06, 405.245E-06, 406.236E-06, 410.352E-06, 421.993E-06, 413.847E-06, 406.476E-06, 408.567E-06, 410.434E-06, 408.495E-06, 405.518E-06, 403.786E-06, 404.911E-06, 405.045E-06, 404.902E-06, 408.918E-06, 404.314E-06, 407.705E-06, 407.556E-06, 404.940E-06
  178543, 395.383E-06, 395.541E-06, 395.733E-06, 395.136E-06, 395.364E-06, 394.562E-06, 410.867E-06, 426.050E-06, 404.798E-06, 402.874E-06, 398.172E-06, 396.824E-06, 392.217E-06, 390.320E-06, 396.190E-06, 400.940E-06, 396.843E-06, 395.501E-06, 393.439E-06, 396.646E-06, 393.946E-06, 396.590E-06, 394.539E-06, 395.215E-06
  178544, 385.159E-06, 385.159E-06, 385.311E-06, 385.090E-06, 384.273E-06, 389.364E-06, 388.981E-06, 385.564E-06, 393.473E-06, 373.657E-06, 387.553E-06, 382.444E-06, 385.222E-06, 385.821E-06, 386.076E-06, 387.139E-06, 387.243E-06, 386.103E-06, 389.685E-06, 386.894E-06, 384.567E-06, 386.874E-06, 387.193E-06, 384.319E-06
  178545, 490.234E-06, 490.234E-06, 490.234E-06, 490.782E-06, 489.759E-06, 491.512E-06, 492.649E-06, 489.610E-06, 485.220E-06, 484.424E-06, 490.934E-06, 488.888E-06, 492.503E-06, 492.212E-06, 490.418E-06, 489.601E-06, 490.649E-06, 489.601E-06, 490.602E-06, 489.403E-06, 493.322E-06, 490.395E-06, 490.721E-06, 490.420E-06
  178546, 576.117E-06, 575.943E-06, 576.042E-06, 576.117E-06, 575.265E-06, 573.961E-06, 569.853E-06, 558.557E-06, 563.887E-06, 564.991E-06, 565.701E-06, 570.507E-06, 574.223E-06, 574.164E-06, 573.855E-06, 573.545E-06, 576.359E-06, 573.548E-06, 573.536E-06, 573.787E-06, 575.346E-06, 574.732E-06, 576.413E-06, 576.084E-06
  178547, 493.783E-06, 493.783E-06, 493.792E-06, 493.568E-06, 494.493E-06, 490.943E-06, 482.654E-06, 484.317E-06, 476.829E-06, 485.771E-06, 482.934E-06, 490.940E-06, 488.970E-06, 492.404E-06, 493.185E-06, 489.679E-06, 494.071E-06, 493.758E-06, 495.346E-06, 494.491E-06, 494.991E-06, 494.134E-06, 492.785E-06, 494.520E-06
  178548, 493.783E-06, 493.783E-06, 493.792E-06, 493.568E-06, 494.493E-06, 490.943E-06, 482.654E-06, 484.317E-06, 476.829E-06, 485.771E-06, 482.934E-06, 490.940E-06, 488.970E-06, 492.404E-06, 493.185E-06, 489.679E-06, 494.071E-06, 493.758E-06, 495.346E-06, 494.491E-06, 494.991E-06, 494.134E-06, 492.785E-06, 494.520E-06
  178549,  63.949E-06,  64.326E-06,  63.949E-06,  63.707E-06,  63.949E-06,  62.226E-06,  63.070E-06,  61.646E-06,  62.271E-06,  61.575E-06,  59.891E-06,  62.672E-06,  64.357E-06,  62.297E-06,  62.542E-06,  63.455E-06,  63.818E-06,  64.440E-06,  63.223E-06,  63.691E-06,  63.560E-06,  63.593E-06,  63.949E-06,  63.949E-06
  178550,  63.949E-06,  64.326E-06,  63.949E-06,  63.707E-06,  63.949E-06,  62.226E-06,  63.070E-06,  61.646E-06,  62.271E-06,  61.575E-06,  59.891E-06,  62.672E-06,  64.357E-06,  62.297E-06,  62.542E-06,  63.455E-06,  63.818E-06,  64.440E-06,  63.223E-06,  63.691E-06,  63.560E-06,  63.593E-06,  63.949E-06,  63.949E-06
  179594,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.105E-06,  10.976E-06,   9.774E-06,  10.111E-06,   9.609E-06,  10.101E-06,   9.621E-06,  10.109E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.101E-06,  10.180E-06,  10.101E-06,  10.085E-06,  10.101E-06,  10.101E-06,  10.101E-06
